"Step","L1=1e-1 (61219) - alpha train MAE","L1=1e-1 (61219) - alpha train MAE__MIN","L1=1e-1 (61219) - alpha train MAE__MAX","L1=5e-2 (92158) - alpha train MAE","L1=5e-2 (92158) - alpha train MAE__MIN","L1=5e-2 (92158) - alpha train MAE__MAX","L1=5e-3 (18950) - alpha train MAE","L1=5e-3 (18950) - alpha train MAE__MIN","L1=5e-3 (18950) - alpha train MAE__MAX","L1=1e-3 (33351) - alpha train MAE","L1=1e-3 (33351) - alpha train MAE__MIN","L1=1e-3 (33351) - alpha train MAE__MAX","L1=1e-5 (27371) - alpha train MAE","L1=1e-5 (27371) - alpha train MAE__MIN","L1=1e-5 (27371) - alpha train MAE__MAX","Baseline (33525) - alpha train MAE","Baseline (33525) - alpha train MAE__MIN","Baseline (33525) - alpha train MAE__MAX"
"90","0.3101467490196228","0.3101467490196228","0.3101467490196228","0.2878434360027313","0.2878434360027313","0.2878434360027313","0.27770882844924927","0.27770882844924927","0.27770882844924927","0.249702587723732","0.249702587723732","0.249702587723732","0.2512429356575012","0.2512429356575012","0.2512429356575012","0.3282768130302429","0.3282768130302429","0.3282768130302429"
"91","0.34659630060195923","0.34659630060195923","0.34659630060195923","0.26384788751602173","0.26384788751602173","0.26384788751602173","0.2847391963005066","0.2847391963005066","0.2847391963005066","0.25425636768341064","0.25425636768341064","0.25425636768341064","0.2513974606990814","0.2513974606990814","0.2513974606990814","1.1801034212112427","1.1801034212112427","1.1801034212112427"
"92","0.3199065625667572","0.3199065625667572","0.3199065625667572","0.27066749334335327","0.27066749334335327","0.27066749334335327","0.27455487847328186","0.27455487847328186","0.27455487847328186","0.25755220651626587","0.25755220651626587","0.25755220651626587","0.3210587203502655","0.3210587203502655","0.3210587203502655","0.5292508006095886","0.5292508006095886","0.5292508006095886"
"93","0.30355143547058105","0.30355143547058105","0.30355143547058105","0.27973252534866333","0.27973252534866333","0.27973252534866333","0.4317440688610077","0.4317440688610077","0.4317440688610077","0.30599451065063477","0.30599451065063477","0.30599451065063477","0.4565431773662567","0.4565431773662567","0.4565431773662567","0.4699203073978424","0.4699203073978424","0.4699203073978424"
"94","0.29193612933158875","0.29193612933158875","0.29193612933158875","0.5415204763412476","0.5415204763412476","0.5415204763412476","0.3376995921134949","0.3376995921134949","0.3376995921134949","0.30394241213798523","0.30394241213798523","0.30394241213798523","0.2696445882320404","0.2696445882320404","0.2696445882320404","0.529035747051239","0.529035747051239","0.529035747051239"
"95","0.42879363894462585","0.42879363894462585","0.42879363894462585","0.3116896152496338","0.3116896152496338","0.3116896152496338","0.27642858028411865","0.27642858028411865","0.27642858028411865","0.46175894141197205","0.46175894141197205","0.46175894141197205","0.27806350588798523","0.27806350588798523","0.27806350588798523","0.30724912881851196","0.30724912881851196","0.30724912881851196"
"97","0.5024240612983704","0.5024240612983704","0.5024240612983704","0.29575812816619873","0.29575812816619873","0.29575812816619873","0.2801898419857025","0.2801898419857025","0.2801898419857025","0.27954912185668945","0.27954912185668945","0.27954912185668945","0.26268860697746277","0.26268860697746277","0.26268860697746277","0.356548547744751","0.356548547744751","0.356548547744751"
"98","0.3162805438041687","0.3162805438041687","0.3162805438041687","0.2763963043689728","0.2763963043689728","0.2763963043689728","0.26112100481987","0.26112100481987","0.26112100481987","0.28836140036582947","0.28836140036582947","0.28836140036582947","0.27554866671562195","0.27554866671562195","0.27554866671562195","0.27805042266845703","0.27805042266845703","0.27805042266845703"
"99","0.30529770255088806","0.30529770255088806","0.30529770255088806","0.9713325500488281","0.9713325500488281","0.9713325500488281","0.25882479548454285","0.25882479548454285","0.25882479548454285","0.3143311142921448","0.3143311142921448","0.3143311142921448","0.33762621879577637","0.33762621879577637","0.33762621879577637","0.2821929454803467","0.2821929454803467","0.2821929454803467"
"100","0.3046811521053314","0.3046811521053314","0.3046811521053314","0.3072912395000458","0.3072912395000458","0.3072912395000458","0.2788154184818268","0.2788154184818268","0.2788154184818268","0.43940722942352295","0.43940722942352295","0.43940722942352295","0.2852810025215149","0.2852810025215149","0.2852810025215149","0.65473473072052","0.65473473072052","0.65473473072052"
"101","1.0107322931289673","1.0107322931289673","1.0107322931289673","0.27548155188560486","0.27548155188560486","0.27548155188560486","0.27292829751968384","0.27292829751968384","0.27292829751968384","0.4519563913345337","0.4519563913345337","0.4519563913345337","0.3397015929222107","0.3397015929222107","0.3397015929222107","0.6051273345947266","0.6051273345947266","0.6051273345947266"
"102","0.40583980083465576","0.40583980083465576","0.40583980083465576","0.25805044174194336","0.25805044174194336","0.25805044174194336","0.25105661153793335","0.25105661153793335","0.25105661153793335","0.44483423233032227","0.44483423233032227","0.44483423233032227","0.6077656149864197","0.6077656149864197","0.6077656149864197","0.9033078551292419","0.9033078551292419","0.9033078551292419"
"103","0.2913700342178345","0.2913700342178345","0.2913700342178345","0.2694711983203888","0.2694711983203888","0.2694711983203888","0.3000725209712982","0.3000725209712982","0.3000725209712982","0.3083907961845398","0.3083907961845398","0.3083907961845398","0.25632598996162415","0.25632598996162415","0.25632598996162415","0.31602972745895386","0.31602972745895386","0.31602972745895386"
"105","0.2757716178894043","0.2757716178894043","0.2757716178894043","0.25086596608161926","0.25086596608161926","0.25086596608161926","0.5805766582489014","0.5805766582489014","0.5805766582489014","0.347333699464798","0.347333699464798","0.347333699464798","0.2700115144252777","0.2700115144252777","0.2700115144252777","0.2688899040222168","0.2688899040222168","0.2688899040222168"
"106","0.2683050334453583","0.2683050334453583","0.2683050334453583","0.259511798620224","0.259511798620224","0.259511798620224","0.5424203872680664","0.5424203872680664","0.5424203872680664","0.4034852981567383","0.4034852981567383","0.4034852981567383","0.38713040947914124","0.38713040947914124","0.38713040947914124","0.3107839822769165","0.3107839822769165","0.3107839822769165"
"107","0.2783173620700836","0.2783173620700836","0.2783173620700836","0.660015344619751","0.660015344619751","0.660015344619751","0.37942302227020264","0.37942302227020264","0.37942302227020264","0.2798283100128174","0.2798283100128174","0.2798283100128174","0.29871323704719543","0.29871323704719543","0.29871323704719543","0.2679307162761688","0.2679307162761688","0.2679307162761688"
"108","0.26864755153656006","0.26864755153656006","0.26864755153656006","0.3508215546607971","0.3508215546607971","0.3508215546607971","0.2856428027153015","0.2856428027153015","0.2856428027153015","0.24059481918811798","0.24059481918811798","0.24059481918811798","0.31542253494262695","0.31542253494262695","0.31542253494262695","0.26490768790245056","0.26490768790245056","0.26490768790245056"
"109","0.2844908833503723","0.2844908833503723","0.2844908833503723","0.7012147903442383","0.7012147903442383","0.7012147903442383","0.2608037292957306","0.2608037292957306","0.2608037292957306","0.2322123497724533","0.2322123497724533","0.2322123497724533","0.323262482881546","0.323262482881546","0.323262482881546","0.24140065908432007","0.24140065908432007","0.24140065908432007"
"110","0.28572559356689453","0.28572559356689453","0.28572559356689453","0.2669341266155243","0.2669341266155243","0.2669341266155243","0.31559717655181885","0.31559717655181885","0.31559717655181885","0.23634712398052216","0.23634712398052216","0.23634712398052216","0.285625159740448","0.285625159740448","0.285625159740448","0.24062825739383698","0.24062825739383698","0.24062825739383698"
"111","0.30527612566947937","0.30527612566947937","0.30527612566947937","0.26285499334335327","0.26285499334335327","0.26285499334335327","0.32129767537117004","0.32129767537117004","0.32129767537117004","0.22742870450019836","0.22742870450019836","0.22742870450019836","0.2509874999523163","0.2509874999523163","0.2509874999523163","0.24918821454048157","0.24918821454048157","0.24918821454048157"
"112","0.6565449237823486","0.6565449237823486","0.6565449237823486","0.2659294009208679","0.2659294009208679","0.2659294009208679","0.5821139216423035","0.5821139216423035","0.5821139216423035","0.23678536713123322","0.23678536713123322","0.23678536713123322","0.23760320246219635","0.23760320246219635","0.23760320246219635","0.24460142850875854","0.24460142850875854","0.24460142850875854"
"114","0.560508668422699","0.560508668422699","0.560508668422699","0.2554287612438202","0.2554287612438202","0.2554287612438202","0.5457887053489685","0.5457887053489685","0.5457887053489685","0.2496197372674942","0.2496197372674942","0.2496197372674942","0.2421053797006607","0.2421053797006607","0.2421053797006607","0.25504711270332336","0.25504711270332336","0.25504711270332336"
"115","0.33925318717956543","0.33925318717956543","0.33925318717956543","0.24572783708572388","0.24572783708572388","0.24572783708572388","0.37746283411979675","0.37746283411979675","0.37746283411979675","0.22615563869476318","0.22615563869476318","0.22615563869476318","0.8022267818450928","0.8022267818450928","0.8022267818450928","0.2364710122346878","0.2364710122346878","0.2364710122346878"
"116","0.28333261609077454","0.28333261609077454","0.28333261609077454","0.23204247653484344","0.23204247653484344","0.23204247653484344","0.2845059037208557","0.2845059037208557","0.2845059037208557","0.2383372038602829","0.2383372038602829","0.2383372038602829","1.9170981645584106","1.9170981645584106","1.9170981645584106","0.24273349344730377","0.24273349344730377","0.24273349344730377"
"117","0.3135734498500824","0.3135734498500824","0.3135734498500824","0.45235475897789","0.45235475897789","0.45235475897789","0.27564653754234314","0.27564653754234314","0.27564653754234314","0.26051926612854004","0.26051926612854004","0.26051926612854004","1.1790860891342163","1.1790860891342163","1.1790860891342163","0.24361947178840637","0.24361947178840637","0.24361947178840637"
"118","0.26965197920799255","0.26965197920799255","0.26965197920799255","0.29545044898986816","0.29545044898986816","0.29545044898986816","0.2750902473926544","0.2750902473926544","0.2750902473926544","0.2356870472431183","0.2356870472431183","0.2356870472431183","0.5134954452514648","0.5134954452514648","0.5134954452514648","0.2607434391975403","0.2607434391975403","0.2607434391975403"
"119","0.31722041964530945","0.31722041964530945","0.31722041964530945","0.35274723172187805","0.35274723172187805","0.35274723172187805","0.23823323845863342","0.23823323845863342","0.23823323845863342","0.21130315959453583","0.21130315959453583","0.21130315959453583","0.9646362066268921","0.9646362066268921","0.9646362066268921","0.24220789968967438","0.24220789968967438","0.24220789968967438"
"120","0.24952401220798492","0.24952401220798492","0.24952401220798492","0.8103134632110596","0.8103134632110596","0.8103134632110596","0.23858533799648285","0.23858533799648285","0.23858533799648285","0.24212123453617096","0.24212123453617096","0.24212123453617096","0.3671955466270447","0.3671955466270447","0.3671955466270447","1.3627341985702515","1.3627341985702515","1.3627341985702515"
"121","0.2700294554233551","0.2700294554233551","0.2700294554233551","0.29631948471069336","0.29631948471069336","0.29631948471069336","0.2871745526790619","0.2871745526790619","0.2871745526790619","0.2349645048379898","0.2349645048379898","0.2349645048379898","0.3353336751461029","0.3353336751461029","0.3353336751461029","1.0487548112869263","1.0487548112869263","1.0487548112869263"
"123","0.2963279187679291","0.2963279187679291","0.2963279187679291","0.4095699191093445","0.4095699191093445","0.4095699191093445","0.9459107518196106","0.9459107518196106","0.9459107518196106","0.23037685453891754","0.23037685453891754","0.23037685453891754","0.32477882504463196","0.32477882504463196","0.32477882504463196","0.41013869643211365","0.41013869643211365","0.41013869643211365"
"124","0.3184273838996887","0.3184273838996887","0.3184273838996887","0.32347092032432556","0.32347092032432556","0.32347092032432556","0.31420984864234924","0.31420984864234924","0.31420984864234924","0.5573737025260925","0.5573737025260925","0.5573737025260925","0.2545456290245056","0.2545456290245056","0.2545456290245056","0.3087821900844574","0.3087821900844574","0.3087821900844574"
"125","0.40191584825515747","0.40191584825515747","0.40191584825515747","0.2679617702960968","0.2679617702960968","0.2679617702960968","0.33733367919921875","0.33733367919921875","0.33733367919921875","0.5179141759872437","0.5179141759872437","0.5179141759872437","0.2396409958600998","0.2396409958600998","0.2396409958600998","0.29691851139068604","0.29691851139068604","0.29691851139068604"
"126","0.34685927629470825","0.34685927629470825","0.34685927629470825","0.3926660418510437","0.3926660418510437","0.3926660418510437","0.32224851846694946","0.32224851846694946","0.32224851846694946","0.31884899735450745","0.31884899735450745","0.31884899735450745","0.2800264060497284","0.2800264060497284","0.2800264060497284","0.5190076231956482","0.5190076231956482","0.5190076231956482"
"127","0.4150785207748413","0.4150785207748413","0.4150785207748413","0.2463499754667282","0.2463499754667282","0.2463499754667282","0.2786237299442291","0.2786237299442291","0.2786237299442291","0.23629572987556458","0.23629572987556458","0.23629572987556458","0.2543585002422333","0.2543585002422333","0.2543585002422333","0.8524726629257202","0.8524726629257202","0.8524726629257202"
"128","0.38359203934669495","0.38359203934669495","0.38359203934669495","0.23489782214164734","0.23489782214164734","0.23489782214164734","0.24655595421791077","0.24655595421791077","0.24655595421791077","0.28083765506744385","0.28083765506744385","0.28083765506744385","0.2794111967086792","0.2794111967086792","0.2794111967086792","0.37366434931755066","0.37366434931755066","0.37366434931755066"
"129","0.4161103069782257","0.4161103069782257","0.4161103069782257","0.2465837448835373","0.2465837448835373","0.2465837448835373","0.2260340005159378","0.2260340005159378","0.2260340005159378","0.3325297236442566","0.3325297236442566","0.3325297236442566","0.25082024931907654","0.25082024931907654","0.25082024931907654","0.2829555571079254","0.2829555571079254","0.2829555571079254"
"130","0.27241870760917664","0.27241870760917664","0.27241870760917664","0.23265288770198822","0.23265288770198822","0.23265288770198822","0.5131087899208069","0.5131087899208069","0.5131087899208069","0.266670286655426","0.266670286655426","0.266670286655426","0.23358117043972015","0.23358117043972015","0.23358117043972015","0.28485527634620667","0.28485527634620667","0.28485527634620667"
"132","0.25809645652770996","0.25809645652770996","0.25809645652770996","0.22110989689826965","0.22110989689826965","0.22110989689826965","0.2963349521160126","0.2963349521160126","0.2963349521160126","0.23260588943958282","0.23260588943958282","0.23260588943958282","0.33620476722717285","0.33620476722717285","0.33620476722717285","0.3879719078540802","0.3879719078540802","0.3879719078540802"
"133","0.2875695526599884","0.2875695526599884","0.2875695526599884","0.23196986317634583","0.23196986317634583","0.23196986317634583","0.24477407336235046","0.24477407336235046","0.24477407336235046","0.23510651290416718","0.23510651290416718","0.23510651290416718","0.4615083932876587","0.4615083932876587","0.4615083932876587","0.5348802208900452","0.5348802208900452","0.5348802208900452"
"134","0.27327093482017517","0.27327093482017517","0.27327093482017517","0.22300271689891815","0.22300271689891815","0.22300271689891815","0.2281796634197235","0.2281796634197235","0.2281796634197235","0.20738855004310608","0.20738855004310608","0.20738855004310608","0.2916817367076874","0.2916817367076874","0.2916817367076874","0.5997092127799988","0.5997092127799988","0.5997092127799988"
"135","0.29900506138801575","0.29900506138801575","0.29900506138801575","0.2320282906293869","0.2320282906293869","0.2320282906293869","0.3083192706108093","0.3083192706108093","0.3083192706108093","0.21526412665843964","0.21526412665843964","0.21526412665843964","0.22370842099189758","0.22370842099189758","0.22370842099189758","0.26148420572280884","0.26148420572280884","0.26148420572280884"
"136","0.3092649579048157","0.3092649579048157","0.3092649579048157","0.23702099919319153","0.23702099919319153","0.23702099919319153","0.48377498984336853","0.48377498984336853","0.48377498984336853","0.21093276143074036","0.21093276143074036","0.21093276143074036","0.2363651990890503","0.2363651990890503","0.2363651990890503","0.23895880579948425","0.23895880579948425","0.23895880579948425"
"137","0.3490482568740845","0.3490482568740845","0.3490482568740845","0.24590179324150085","0.24590179324150085","0.24590179324150085","0.2592298090457916","0.2592298090457916","0.2592298090457916","0.218886137008667","0.218886137008667","0.218886137008667","0.26384952664375305","0.26384952664375305","0.26384952664375305","0.23671656847000122","0.23671656847000122","0.23671656847000122"
"138","0.33547964692115784","0.33547964692115784","0.33547964692115784","0.25682899355888367","0.25682899355888367","0.25682899355888367","0.2513405978679657","0.2513405978679657","0.2513405978679657","0.22321192920207977","0.22321192920207977","0.22321192920207977","0.22123056650161743","0.22123056650161743","0.22123056650161743","0.23022136092185974","0.23022136092185974","0.23022136092185974"
"139","0.2701476514339447","0.2701476514339447","0.2701476514339447","0.3561062216758728","0.3561062216758728","0.3561062216758728","0.2642455995082855","0.2642455995082855","0.2642455995082855","0.24344666302204132","0.24344666302204132","0.24344666302204132","0.23823104798793793","0.23823104798793793","0.23823104798793793","0.22187140583992004","0.22187140583992004","0.22187140583992004"
"141","0.2509293258190155","0.2509293258190155","0.2509293258190155","0.5298163294792175","0.5298163294792175","0.5298163294792175","0.2342580109834671","0.2342580109834671","0.2342580109834671","0.4777877926826477","0.4777877926826477","0.4777877926826477","0.2218303382396698","0.2218303382396698","0.2218303382396698","0.2533363103866577","0.2533363103866577","0.2533363103866577"
"142","0.272940993309021","0.272940993309021","0.272940993309021","0.33195456862449646","0.33195456862449646","0.33195456862449646","0.23356473445892334","0.23356473445892334","0.23356473445892334","0.26433268189430237","0.26433268189430237","0.26433268189430237","0.25308895111083984","0.25308895111083984","0.25308895111083984","0.30695703625679016","0.30695703625679016","0.30695703625679016"
"143","0.8639088869094849","0.8639088869094849","0.8639088869094849","0.2582317590713501","0.2582317590713501","0.2582317590713501","0.22669070959091187","0.22669070959091187","0.22669070959091187","0.30542224645614624","0.30542224645614624","0.30542224645614624","0.4248124361038208","0.4248124361038208","0.4248124361038208","0.346332311630249","0.346332311630249","0.346332311630249"
"144","0.6120368242263794","0.6120368242263794","0.6120368242263794","0.2320631742477417","0.2320631742477417","0.2320631742477417","0.21864649653434753","0.21864649653434753","0.21864649653434753","0.38694244623184204","0.38694244623184204","0.38694244623184204","0.24704265594482422","0.24704265594482422","0.24704265594482422","0.29888099431991577","0.29888099431991577","0.29888099431991577"
"145","0.2757898271083832","0.2757898271083832","0.2757898271083832","0.2366320788860321","0.2366320788860321","0.2366320788860321","0.21887195110321045","0.21887195110321045","0.21887195110321045","0.36441439390182495","0.36441439390182495","0.36441439390182495","0.25101497769355774","0.25101497769355774","0.25101497769355774","0.2782624661922455","0.2782624661922455","0.2782624661922455"
"146","0.2543846368789673","0.2543846368789673","0.2543846368789673","0.23413869738578796","0.23413869738578796","0.23413869738578796","0.21477638185024261","0.21477638185024261","0.21477638185024261","0.25208914279937744","0.25208914279937744","0.25208914279937744","0.60908043384552","0.60908043384552","0.60908043384552","0.43979063630104065","0.43979063630104065","0.43979063630104065"
"147","0.23903478682041168","0.23903478682041168","0.23903478682041168","0.2592787444591522","0.2592787444591522","0.2592787444591522","0.21790336072444916","0.21790336072444916","0.21790336072444916","0.24136695265769958","0.24136695265769958","0.24136695265769958","0.2507166564464569","0.2507166564464569","0.2507166564464569","0.31737565994262695","0.31737565994262695","0.31737565994262695"
"149","0.2473096400499344","0.2473096400499344","0.2473096400499344","0.43599194288253784","0.43599194288253784","0.43599194288253784","0.4087830185890198","0.4087830185890198","0.4087830185890198","0.258071631193161","0.258071631193161","0.258071631193161","0.2539290189743042","0.2539290189743042","0.2539290189743042","0.23494668304920197","0.23494668304920197","0.23494668304920197"
"150","0.27899107336997986","0.27899107336997986","0.27899107336997986","0.26577669382095337","0.26577669382095337","0.26577669382095337","0.9097638726234436","0.9097638726234436","0.9097638726234436","0.26803940534591675","0.26803940534591675","0.26803940534591675","0.260244756937027","0.260244756937027","0.260244756937027","0.21992875635623932","0.21992875635623932","0.21992875635623932"
"151","0.24717140197753906","0.24717140197753906","0.24717140197753906","0.2496318370103836","0.2496318370103836","0.2496318370103836","0.2910117208957672","0.2910117208957672","0.2910117208957672","0.23079609870910645","0.23079609870910645","0.23079609870910645","0.2151305377483368","0.2151305377483368","0.2151305377483368","0.22046828269958496","0.22046828269958496","0.22046828269958496"
"152","0.2960153818130493","0.2960153818130493","0.2960153818130493","0.22014087438583374","0.22014087438583374","0.22014087438583374","0.27451038360595703","0.27451038360595703","0.27451038360595703","0.21557460725307465","0.21557460725307465","0.21557460725307465","0.21375451982021332","0.21375451982021332","0.21375451982021332","0.23107083141803741","0.23107083141803741","0.23107083141803741"
"153","0.27390405535697937","0.27390405535697937","0.27390405535697937","0.231838658452034","0.231838658452034","0.231838658452034","0.2495894730091095","0.2495894730091095","0.2495894730091095","0.22731685638427734","0.22731685638427734","0.22731685638427734","0.24264073371887207","0.24264073371887207","0.24264073371887207","0.2356387823820114","0.2356387823820114","0.2356387823820114"
"154","0.3466925323009491","0.3466925323009491","0.3466925323009491","0.2648985683917999","0.2648985683917999","0.2648985683917999","0.33401501178741455","0.33401501178741455","0.33401501178741455","0.2589014172554016","0.2589014172554016","0.2589014172554016","0.31690743565559387","0.31690743565559387","0.31690743565559387","0.31159868836402893","0.31159868836402893","0.31159868836402893"
"155","0.2816888689994812","0.2816888689994812","0.2816888689994812","0.23920707404613495","0.23920707404613495","0.23920707404613495","0.3902248740196228","0.3902248740196228","0.3902248740196228","0.25952449440956116","0.25952449440956116","0.25952449440956116","0.2500634789466858","0.2500634789466858","0.2500634789466858","0.359075665473938","0.359075665473938","0.359075665473938"
"156","0.2411719709634781","0.2411719709634781","0.2411719709634781","0.22222869098186493","0.22222869098186493","0.22222869098186493","0.6307381391525269","0.6307381391525269","0.6307381391525269","0.22517037391662598","0.22517037391662598","0.22517037391662598","0.23500552773475647","0.23500552773475647","0.23500552773475647","0.32756510376930237","0.32756510376930237","0.32756510376930237"
"158","0.35254842042922974","0.35254842042922974","0.35254842042922974","0.20664182305335999","0.20664182305335999","0.20664182305335999","0.6525624990463257","0.6525624990463257","0.6525624990463257","0.2356886863708496","0.2356886863708496","0.2356886863708496","0.6108428239822388","0.6108428239822388","0.6108428239822388","0.33093342185020447","0.33093342185020447","0.33093342185020447"
"159","0.5277954339981079","0.5277954339981079","0.5277954339981079","0.22654026746749878","0.22654026746749878","0.22654026746749878","0.2765868008136749","0.2765868008136749","0.2765868008136749","0.20611900091171265","0.20611900091171265","0.20611900091171265","0.25763317942619324","0.25763317942619324","0.25763317942619324","0.2448822557926178","0.2448822557926178","0.2448822557926178"
"160","0.3677074611186981","0.3677074611186981","0.3677074611186981","0.2283407300710678","0.2283407300710678","0.2283407300710678","0.25025567412376404","0.25025567412376404","0.25025567412376404","0.20091964304447174","0.20091964304447174","0.20091964304447174","0.23446504771709442","0.23446504771709442","0.23446504771709442","0.2977878451347351","0.2977878451347351","0.2977878451347351"
"161","0.31494420766830444","0.31494420766830444","0.31494420766830444","0.2472122311592102","0.2472122311592102","0.2472122311592102","0.2468627542257309","0.2468627542257309","0.2468627542257309","0.2934837341308594","0.2934837341308594","0.2934837341308594","0.23851630091667175","0.23851630091667175","0.23851630091667175","0.4931589365005493","0.4931589365005493","0.4931589365005493"
"162","0.27773144841194153","0.27773144841194153","0.27773144841194153","0.9161843061447144","0.9161843061447144","0.9161843061447144","0.23599858582019806","0.23599858582019806","0.23599858582019806","1.9047164916992188","1.9047164916992188","1.9047164916992188","0.23029403388500214","0.23029403388500214","0.23029403388500214","0.4416663348674774","0.4416663348674774","0.4416663348674774"
"163","0.254414826631546","0.254414826631546","0.254414826631546","0.3771378695964813","0.3771378695964813","0.3771378695964813","0.22842811048030853","0.22842811048030853","0.22842811048030853","1.0222115516662598","1.0222115516662598","1.0222115516662598","0.21005672216415405","0.21005672216415405","0.21005672216415405","0.37158599495887756","0.37158599495887756","0.37158599495887756"
"164","0.2655864953994751","0.2655864953994751","0.2655864953994751","0.749671995639801","0.749671995639801","0.749671995639801","0.44954192638397217","0.44954192638397217","0.44954192638397217","0.3721788823604584","0.3721788823604584","0.3721788823604584","0.2315913736820221","0.2315913736820221","0.2315913736820221","0.2803994417190552","0.2803994417190552","0.2803994417190552"
"165","0.36666926741600037","0.36666926741600037","0.36666926741600037","0.42084529995918274","0.42084529995918274","0.42084529995918274","0.9341824650764465","0.9341824650764465","0.9341824650764465","0.28868362307548523","0.28868362307548523","0.28868362307548523","0.22826650738716125","0.22826650738716125","0.22826650738716125","0.25848278403282166","0.25848278403282166","0.25848278403282166"
"167","0.2590007483959198","0.2590007483959198","0.2590007483959198","0.350429505109787","0.350429505109787","0.350429505109787","0.33726197481155396","0.33726197481155396","0.33726197481155396","0.2539663016796112","0.2539663016796112","0.2539663016796112","0.19721117615699768","0.19721117615699768","0.19721117615699768","0.2260851263999939","0.2260851263999939","0.2260851263999939"
"168","0.2873789668083191","0.2873789668083191","0.2873789668083191","0.2585064768791199","0.2585064768791199","0.2585064768791199","0.26363110542297363","0.26363110542297363","0.26363110542297363","0.26152437925338745","0.26152437925338745","0.26152437925338745","0.2304549664258957","0.2304549664258957","0.2304549664258957","0.20760494470596313","0.20760494470596313","0.20760494470596313"
"169","0.43195077776908875","0.43195077776908875","0.43195077776908875","0.2275230586528778","0.2275230586528778","0.2275230586528778","0.24889470636844635","0.24889470636844635","0.24889470636844635","0.25244221091270447","0.25244221091270447","0.25244221091270447","0.2097141146659851","0.2097141146659851","0.2097141146659851","0.20181401073932648","0.20181401073932648","0.20181401073932648"
"170","0.6518071889877319","0.6518071889877319","0.6518071889877319","0.20276206731796265","0.20276206731796265","0.20276206731796265","0.28627654910087585","0.28627654910087585","0.28627654910087585","0.2624085247516632","0.2624085247516632","0.2624085247516632","0.20743700861930847","0.20743700861930847","0.20743700861930847","0.21262329816818237","0.21262329816818237","0.21262329816818237"
"171","0.24111716449260712","0.24111716449260712","0.24111716449260712","0.2183743268251419","0.2183743268251419","0.2183743268251419","0.259963721036911","0.259963721036911","0.259963721036911","0.21605557203292847","0.21605557203292847","0.21605557203292847","0.2125115990638733","0.2125115990638733","0.2125115990638733","0.21295474469661713","0.21295474469661713","0.21295474469661713"
"172","0.2244117259979248","0.2244117259979248","0.2244117259979248","0.22785820066928864","0.22785820066928864","0.22785820066928864","0.23991160094738007","0.23991160094738007","0.23991160094738007","0.2318059504032135","0.2318059504032135","0.2318059504032135","0.2064252495765686","0.2064252495765686","0.2064252495765686","0.20333173871040344","0.20333173871040344","0.20333173871040344"
"173","0.22975510358810425","0.22975510358810425","0.22975510358810425","0.21206314861774445","0.21206314861774445","0.21206314861774445","0.2238852083683014","0.2238852083683014","0.2238852083683014","0.21102555096149445","0.21102555096149445","0.21102555096149445","0.19763213396072388","0.19763213396072388","0.19763213396072388","0.5221461653709412","0.5221461653709412","0.5221461653709412"
"174","0.2564534842967987","0.2564534842967987","0.2564534842967987","0.2129867672920227","0.2129867672920227","0.2129867672920227","0.22022004425525665","0.22022004425525665","0.22022004425525665","0.20727306604385376","0.20727306604385376","0.20727306604385376","0.20312753319740295","0.20312753319740295","0.20312753319740295","0.4493539035320282","0.4493539035320282","0.4493539035320282"
"176","0.28085747361183167","0.28085747361183167","0.28085747361183167","0.2503495514392853","0.2503495514392853","0.2503495514392853","0.25439950823783875","0.25439950823783875","0.25439950823783875","0.20998506247997284","0.20998506247997284","0.20998506247997284","0.2227686494588852","0.2227686494588852","0.2227686494588852","0.3607287108898163","0.3607287108898163","0.3607287108898163"
"177","0.25306200981140137","0.25306200981140137","0.25306200981140137","0.6165032982826233","0.6165032982826233","0.6165032982826233","0.22183550894260406","0.22183550894260406","0.22183550894260406","0.2044050395488739","0.2044050395488739","0.2044050395488739","0.6131294965744019","0.6131294965744019","0.6131294965744019","0.3236809968948364","0.3236809968948364","0.3236809968948364"
"178","0.35578009486198425","0.35578009486198425","0.35578009486198425","0.2388673573732376","0.2388673573732376","0.2388673573732376","0.2189602255821228","0.2189602255821228","0.2189602255821228","0.20408307015895844","0.20408307015895844","0.20408307015895844","0.5553660988807678","0.5553660988807678","0.5553660988807678","0.320294588804245","0.320294588804245","0.320294588804245"
"179","0.24820983409881592","0.24820983409881592","0.24820983409881592","0.23065216839313507","0.23065216839313507","0.23065216839313507","0.2157222330570221","0.2157222330570221","0.2157222330570221","0.19583626091480255","0.19583626091480255","0.19583626091480255","0.3094574213027954","0.3094574213027954","0.3094574213027954","0.6041788458824158","0.6041788458824158","0.6041788458824158"
"180","0.3064649999141693","0.3064649999141693","0.3064649999141693","0.24226264655590057","0.24226264655590057","0.24226264655590057","1.3609962463378906","1.3609962463378906","1.3609962463378906","0.21221402287483215","0.21221402287483215","0.21221402287483215","0.357208251953125","0.357208251953125","0.357208251953125","0.29212188720703125","0.29212188720703125","0.29212188720703125"
"181","0.23052744567394257","0.23052744567394257","0.23052744567394257","0.35071852803230286","0.35071852803230286","0.35071852803230286","0.5291063785552979","0.5291063785552979","0.5291063785552979","0.2066730260848999","0.2066730260848999","0.2066730260848999","0.3787287473678589","0.3787287473678589","0.3787287473678589","0.27815917134284973","0.27815917134284973","0.27815917134284973"
