"Step","L1=1e-1 (61219) - alpha train MAE","L1=1e-1 (61219) - alpha train MAE__MIN","L1=1e-1 (61219) - alpha train MAE__MAX","L1=5e-2 (92158) - alpha train MAE","L1=5e-2 (92158) - alpha train MAE__MIN","L1=5e-2 (92158) - alpha train MAE__MAX","L1=5e-3 (18950) - alpha train MAE","L1=5e-3 (18950) - alpha train MAE__MIN","L1=5e-3 (18950) - alpha train MAE__MAX","L1=1e-3 (33351) - alpha train MAE","L1=1e-3 (33351) - alpha train MAE__MIN","L1=1e-3 (33351) - alpha train MAE__MAX","L1=1e-5 (27371) - alpha train MAE","L1=1e-5 (27371) - alpha train MAE__MIN","L1=1e-5 (27371) - alpha train MAE__MAX","Baseline (33525) - alpha train MAE","Baseline (33525) - alpha train MAE__MIN","Baseline (33525) - alpha train MAE__MAX"
"275","0.21899154782295227","0.21899154782295227","0.21899154782295227","0.3439556360244751","0.3439556360244751","0.3439556360244751","0.2950931787490845","0.2950931787490845","0.2950931787490845","0.19670124351978302","0.19670124351978302","0.19670124351978302","0.26280176639556885","0.26280176639556885","0.26280176639556885","0.22079229354858398","0.22079229354858398","0.22079229354858398"
"276","0.3317236304283142","0.3317236304283142","0.3317236304283142","1.032676100730896","1.032676100730896","1.032676100730896","0.3763847351074219","0.3763847351074219","0.3763847351074219","0.186878964304924","0.186878964304924","0.186878964304924","0.22076712548732758","0.22076712548732758","0.22076712548732758","0.21452340483665466","0.21452340483665466","0.21452340483665466"
"277","0.5501663088798523","0.5501663088798523","0.5501663088798523","0.2682337760925293","0.2682337760925293","0.2682337760925293","0.25855377316474915","0.25855377316474915","0.25855377316474915","0.1747424304485321","0.1747424304485321","0.1747424304485321","0.3212331235408783","0.3212331235408783","0.3212331235408783","0.2072368562221527","0.2072368562221527","0.2072368562221527"
"278","0.2518213093280792","0.2518213093280792","0.2518213093280792","0.3035746216773987","0.3035746216773987","0.3035746216773987","0.4702747166156769","0.4702747166156769","0.4702747166156769","0.19115014374256134","0.19115014374256134","0.19115014374256134","0.2916143238544464","0.2916143238544464","0.2916143238544464","0.24755248427391052","0.24755248427391052","0.24755248427391052"
"279","0.26941296458244324","0.26941296458244324","0.26941296458244324","0.21767449378967285","0.21767449378967285","0.21767449378967285","0.27773353457450867","0.27773353457450867","0.27773353457450867","0.207272469997406","0.207272469997406","0.207272469997406","0.19890765845775604","0.19890765845775604","0.19890765845775604","0.585882842540741","0.585882842540741","0.585882842540741"
"280","0.29160887002944946","0.29160887002944946","0.29160887002944946","0.3517814874649048","0.3517814874649048","0.3517814874649048","0.23603101074695587","0.23603101074695587","0.23603101074695587","0.1979900747537613","0.1979900747537613","0.1979900747537613","0.2144690603017807","0.2144690603017807","0.2144690603017807","0.4738588333129883","0.4738588333129883","0.4738588333129883"
"282","0.2074090987443924","0.2074090987443924","0.2074090987443924","0.2346111685037613","0.2346111685037613","0.2346111685037613","0.19264298677444458","0.19264298677444458","0.19264298677444458","0.25586846470832825","0.25586846470832825","0.25586846470832825","0.19351817667484283","0.19351817667484283","0.19351817667484283","0.20187993347644806","0.20187993347644806","0.20187993347644806"
"283","0.2374543845653534","0.2374543845653534","0.2374543845653534","0.1897110939025879","0.1897110939025879","0.1897110939025879","0.18549934029579163","0.18549934029579163","0.18549934029579163","0.26205143332481384","0.26205143332481384","0.26205143332481384","0.18906106054782867","0.18906106054782867","0.18906106054782867","0.19448016583919525","0.19448016583919525","0.19448016583919525"
"284","0.21249604225158691","0.21249604225158691","0.21249604225158691","0.17807932198047638","0.17807932198047638","0.17807932198047638","0.21054017543792725","0.21054017543792725","0.21054017543792725","0.4191957116127014","0.4191957116127014","0.4191957116127014","0.16884857416152954","0.16884857416152954","0.16884857416152954","0.19679556787014008","0.19679556787014008","0.19679556787014008"
"285","0.2113526165485382","0.2113526165485382","0.2113526165485382","0.18410123884677887","0.18410123884677887","0.18410123884677887","0.18614211678504944","0.18614211678504944","0.18614211678504944","0.23772376775741577","0.23772376775741577","0.23772376775741577","0.1668558269739151","0.1668558269739151","0.1668558269739151","0.18004581332206726","0.18004581332206726","0.18004581332206726"
"286","0.20559443533420563","0.20559443533420563","0.20559443533420563","0.18303577601909637","0.18303577601909637","0.18303577601909637","0.18554891645908356","0.18554891645908356","0.18554891645908356","0.19895853102207184","0.19895853102207184","0.19895853102207184","0.17303217947483063","0.17303217947483063","0.17303217947483063","0.18346154689788818","0.18346154689788818","0.18346154689788818"
"287","0.20162904262542725","0.20162904262542725","0.20162904262542725","0.19940826296806335","0.19940826296806335","0.19940826296806335","0.1713370680809021","0.1713370680809021","0.1713370680809021","0.17960591614246368","0.17960591614246368","0.17960591614246368","0.18781153857707977","0.18781153857707977","0.18781153857707977","0.2316751927137375","0.2316751927137375","0.2316751927137375"
"288","0.19897262752056122","0.19897262752056122","0.19897262752056122","0.19485698640346527","0.19485698640346527","0.19485698640346527","0.1756148338317871","0.1756148338317871","0.1756148338317871","0.1802927702665329","0.1802927702665329","0.1802927702665329","0.19434550404548645","0.19434550404548645","0.19434550404548645","0.20561093091964722","0.20561093091964722","0.20561093091964722"
"289","0.40777069330215454","0.40777069330215454","0.40777069330215454","0.1807401031255722","0.1807401031255722","0.1807401031255722","0.1789621263742447","0.1789621263742447","0.1789621263742447","0.17524684965610504","0.17524684965610504","0.17524684965610504","0.19634200632572174","0.19634200632572174","0.19634200632572174","0.19762513041496277","0.19762513041496277","0.19762513041496277"
"291","0.28283604979515076","0.28283604979515076","0.28283604979515076","0.1805335432291031","0.1805335432291031","0.1805335432291031","0.30417126417160034","0.30417126417160034","0.30417126417160034","0.1725541204214096","0.1725541204214096","0.1725541204214096","0.19468501210212708","0.19468501210212708","0.19468501210212708","0.3420213758945465","0.3420213758945465","0.3420213758945465"
"292","0.2908020615577698","0.2908020615577698","0.2908020615577698","0.18377810716629028","0.18377810716629028","0.18377810716629028","0.3982638418674469","0.3982638418674469","0.3982638418674469","0.1817052662372589","0.1817052662372589","0.1817052662372589","0.17686288058757782","0.17686288058757782","0.17686288058757782","0.3171981871128082","0.3171981871128082","0.3171981871128082"
"293","0.2171415090560913","0.2171415090560913","0.2171415090560913","0.27000102400779724","0.27000102400779724","0.27000102400779724","0.2717466652393341","0.2717466652393341","0.2717466652393341","0.1947222352027893","0.1947222352027893","0.1947222352027893","0.16896644234657288","0.16896644234657288","0.16896644234657288","0.29164379835128784","0.29164379835128784","0.29164379835128784"
"294","0.18956010043621063","0.18956010043621063","0.18956010043621063","0.24437867105007172","0.24437867105007172","0.24437867105007172","0.18839618563652039","0.18839618563652039","0.18839618563652039","0.2174557000398636","0.2174557000398636","0.2174557000398636","0.20775935053825378","0.20775935053825378","0.20775935053825378","0.207143172621727","0.207143172621727","0.207143172621727"
"295","0.18497174978256226","0.18497174978256226","0.18497174978256226","0.19752299785614014","0.19752299785614014","0.19752299785614014","0.21677647531032562","0.21677647531032562","0.21677647531032562","0.19495433568954468","0.19495433568954468","0.19495433568954468","0.23185555636882782","0.23185555636882782","0.23185555636882782","0.2033940851688385","0.2033940851688385","0.2033940851688385"
"296","0.1877872496843338","0.1877872496843338","0.1877872496843338","0.1836908459663391","0.1836908459663391","0.1836908459663391","0.2677547335624695","0.2677547335624695","0.2677547335624695","0.36127132177352905","0.36127132177352905","0.36127132177352905","0.18142251670360565","0.18142251670360565","0.18142251670360565","0.19018447399139404","0.19018447399139404","0.19018447399139404"
"297","0.20401351153850555","0.20401351153850555","0.20401351153850555","0.19620142877101898","0.19620142877101898","0.19620142877101898","0.22802236676216125","0.22802236676216125","0.22802236676216125","0.19018156826496124","0.19018156826496124","0.19018156826496124","0.1690434068441391","0.1690434068441391","0.1690434068441391","0.23789039254188538","0.23789039254188538","0.23789039254188538"
"299","0.20275285840034485","0.20275285840034485","0.20275285840034485","0.19419778883457184","0.19419778883457184","0.19419778883457184","0.19343507289886475","0.19343507289886475","0.19343507289886475","0.18951217830181122","0.18951217830181122","0.18951217830181122","0.3702039122581482","0.3702039122581482","0.3702039122581482","0.1906776875257492","0.1906776875257492","0.1906776875257492"
"300","0.20364803075790405","0.20364803075790405","0.20364803075790405","0.21694743633270264","0.21694743633270264","0.21694743633270264","0.17618140578269958","0.17618140578269958","0.17618140578269958","0.16387709975242615","0.16387709975242615","0.16387709975242615","1.2067054510116577","1.2067054510116577","1.2067054510116577","0.2991017699241638","0.2991017699241638","0.2991017699241638"
"301","0.19229291379451752","0.19229291379451752","0.19229291379451752","0.18924066424369812","0.18924066424369812","0.18924066424369812","0.17440791428089142","0.17440791428089142","0.17440791428089142","0.17730477452278137","0.17730477452278137","0.17730477452278137","0.2539918124675751","0.2539918124675751","0.2539918124675751","0.27908408641815186","0.27908408641815186","0.27908408641815186"
"302","0.19753232598304749","0.19753232598304749","0.19753232598304749","0.19240497052669525","0.19240497052669525","0.19240497052669525","0.2425282597541809","0.2425282597541809","0.2425282597541809","0.27983489632606506","0.27983489632606506","0.27983489632606506","0.2040335088968277","0.2040335088968277","0.2040335088968277","0.19178931415081024","0.19178931415081024","0.19178931415081024"
"303","0.20223301649093628","0.20223301649093628","0.20223301649093628","0.18492023646831512","0.18492023646831512","0.18492023646831512","0.21106243133544922","0.21106243133544922","0.21106243133544922","0.24771542847156525","0.24771542847156525","0.24771542847156525","0.25078892707824707","0.25078892707824707","0.25078892707824707","0.18192340433597565","0.18192340433597565","0.18192340433597565"
"304","0.20218226313591003","0.20218226313591003","0.20218226313591003","0.18392756581306458","0.18392756581306458","0.18392756581306458","0.18729440867900848","0.18729440867900848","0.18729440867900848","0.38546404242515564","0.38546404242515564","0.38546404242515564","0.9710538387298584","0.9710538387298584","0.9710538387298584","0.2904108762741089","0.2904108762741089","0.2904108762741089"
"305","0.1899978220462799","0.1899978220462799","0.1899978220462799","0.17824876308441162","0.17824876308441162","0.17824876308441162","0.1642678827047348","0.1642678827047348","0.1642678827047348","0.24388368427753448","0.24388368427753448","0.24388368427753448","0.23058798909187317","0.23058798909187317","0.23058798909187317","0.25866952538490295","0.25866952538490295","0.25866952538490295"
"306","0.20404788851737976","0.20404788851737976","0.20404788851737976","0.16905668377876282","0.16905668377876282","0.16905668377876282","0.16896414756774902","0.16896414756774902","0.16896414756774902","0.23129667341709137","0.23129667341709137","0.23129667341709137","0.187015563249588","0.187015563249588","0.187015563249588","0.3990057408809662","0.3990057408809662","0.3990057408809662"
"308","0.18329811096191406","0.18329811096191406","0.18329811096191406","0.8992599248886108","0.8992599248886108","0.8992599248886108","0.16743500530719757","0.16743500530719757","0.16743500530719757","0.1799742430448532","0.1799742430448532","0.1799742430448532","0.17436334490776062","0.17436334490776062","0.17436334490776062","0.2167958915233612","0.2167958915233612","0.2167958915233612"
"309","0.20435036718845367","0.20435036718845367","0.20435036718845367","0.6715980172157288","0.6715980172157288","0.6715980172157288","0.21060973405838013","0.21060973405838013","0.21060973405838013","0.18716509640216827","0.18716509640216827","0.18716509640216827","0.166346475481987","0.166346475481987","0.166346475481987","0.21369123458862305","0.21369123458862305","0.21369123458862305"
"310","0.2387157827615738","0.2387157827615738","0.2387157827615738","0.23097123205661774","0.23097123205661774","0.23097123205661774","0.4265212118625641","0.4265212118625641","0.4265212118625641","0.23565329611301422","0.23565329611301422","0.23565329611301422","0.17714853584766388","0.17714853584766388","0.17714853584766388","0.18594731390476227","0.18594731390476227","0.18594731390476227"
"311","0.39438357949256897","0.39438357949256897","0.39438357949256897","0.4391937553882599","0.4391937553882599","0.4391937553882599","0.4598054885864258","0.4598054885864258","0.4598054885864258","0.1955992728471756","0.1955992728471756","0.1955992728471756","0.16693176329135895","0.16693176329135895","0.16693176329135895","0.18394872546195984","0.18394872546195984","0.18394872546195984"
"312","0.21613067388534546","0.21613067388534546","0.21613067388534546","0.19483940303325653","0.19483940303325653","0.19483940303325653","0.3401568830013275","0.3401568830013275","0.3401568830013275","0.2046712189912796","0.2046712189912796","0.2046712189912796","0.17595405876636505","0.17595405876636505","0.17595405876636505","0.16968469321727753","0.16968469321727753","0.16968469321727753"
"313","0.2021028995513916","0.2021028995513916","0.2021028995513916","0.22694671154022217","0.22694671154022217","0.22694671154022217","0.2895669937133789","0.2895669937133789","0.2895669937133789","0.2048405408859253","0.2048405408859253","0.2048405408859253","0.17881877720355988","0.17881877720355988","0.17881877720355988","0.15995372831821442","0.15995372831821442","0.15995372831821442"
"314","0.19696469604969025","0.19696469604969025","0.19696469604969025","0.1894156038761139","0.1894156038761139","0.1894156038761139","0.28028202056884766","0.28028202056884766","0.28028202056884766","0.19717910885810852","0.19717910885810852","0.19717910885810852","0.16072916984558105","0.16072916984558105","0.16072916984558105","0.1673482060432434","0.1673482060432434","0.1673482060432434"
"315","0.1998738944530487","0.1998738944530487","0.1998738944530487","0.1977885514497757","0.1977885514497757","0.1977885514497757","0.28378021717071533","0.28378021717071533","0.28378021717071533","0.23308388888835907","0.23308388888835907","0.23308388888835907","0.16639187932014465","0.16639187932014465","0.16639187932014465","0.18315137922763824","0.18315137922763824","0.18315137922763824"
"317","0.1865352839231491","0.1865352839231491","0.1865352839231491","0.21297438442707062","0.21297438442707062","0.21297438442707062","0.21683967113494873","0.21683967113494873","0.21683967113494873","0.18233108520507812","0.18233108520507812","0.18233108520507812","0.1638413518667221","0.1638413518667221","0.1638413518667221","0.17469970881938934","0.17469970881938934","0.17469970881938934"
"318","0.18249130249023438","0.18249130249023438","0.18249130249023438","0.2065209597349167","0.2065209597349167","0.2065209597349167","0.17944711446762085","0.17944711446762085","0.17944711446762085","0.19230742752552032","0.19230742752552032","0.19230742752552032","0.16507966816425323","0.16507966816425323","0.16507966816425323","0.17282792925834656","0.17282792925834656","0.17282792925834656"
"319","0.19126491248607635","0.19126491248607635","0.19126491248607635","0.18589843809604645","0.18589843809604645","0.18589843809604645","0.18337205052375793","0.18337205052375793","0.18337205052375793","0.17323610186576843","0.17323610186576843","0.17323610186576843","0.158913716673851","0.158913716673851","0.158913716673851","0.1574130654335022","0.1574130654335022","0.1574130654335022"
"320","0.1776847392320633","0.1776847392320633","0.1776847392320633","0.16972623765468597","0.16972623765468597","0.16972623765468597","0.18269702792167664","0.18269702792167664","0.18269702792167664","0.16894477605819702","0.16894477605819702","0.16894477605819702","0.16249480843544006","0.16249480843544006","0.16249480843544006","0.16085325181484222","0.16085325181484222","0.16085325181484222"
"321","0.1930958777666092","0.1930958777666092","0.1930958777666092","0.16849258542060852","0.16849258542060852","0.16849258542060852","0.5884128212928772","0.5884128212928772","0.5884128212928772","0.172738716006279","0.172738716006279","0.172738716006279","0.1550816148519516","0.1550816148519516","0.1550816148519516","0.17893828451633453","0.17893828451633453","0.17893828451633453"
"322","0.2858157157897949","0.2858157157897949","0.2858157157897949","0.1752517968416214","0.1752517968416214","0.1752517968416214","0.30430859327316284","0.30430859327316284","0.30430859327316284","0.16433200240135193","0.16433200240135193","0.16433200240135193","0.15296819806098938","0.15296819806098938","0.15296819806098938","0.28591957688331604","0.28591957688331604","0.28591957688331604"
"323","0.33474478125572205","0.33474478125572205","0.33474478125572205","0.16680194437503815","0.16680194437503815","0.16680194437503815","0.7275420427322388","0.7275420427322388","0.7275420427322388","0.1665901094675064","0.1665901094675064","0.1665901094675064","0.17224502563476562","0.17224502563476562","0.17224502563476562","0.5388124585151672","0.5388124585151672","0.5388124585151672"
"324","0.2897133529186249","0.2897133529186249","0.2897133529186249","0.1703467071056366","0.1703467071056366","0.1703467071056366","0.2466771900653839","0.2466771900653839","0.2466771900653839","0.16834115982055664","0.16834115982055664","0.16834115982055664","0.18169225752353668","0.18169225752353668","0.18169225752353668","0.22144225239753723","0.22144225239753723","0.22144225239753723"
"326","0.26438412070274353","0.26438412070274353","0.26438412070274353","0.16080033779144287","0.16080033779144287","0.16080033779144287","0.19865863025188446","0.19865863025188446","0.19865863025188446","0.17536373436450958","0.17536373436450958","0.17536373436450958","0.6328032612800598","0.6328032612800598","0.6328032612800598","0.18719829618930817","0.18719829618930817","0.18719829618930817"
"327","0.2188248634338379","0.2188248634338379","0.2188248634338379","0.15945914387702942","0.15945914387702942","0.15945914387702942","0.17839853465557098","0.17839853465557098","0.17839853465557098","0.17083629965782166","0.17083629965782166","0.17083629965782166","0.31487807631492615","0.31487807631492615","0.31487807631492615","0.18358822166919708","0.18358822166919708","0.18358822166919708"
"328","0.22729861736297607","0.22729861736297607","0.22729861736297607","0.17692717909812927","0.17692717909812927","0.17692717909812927","0.17872487008571625","0.17872487008571625","0.17872487008571625","0.15816690027713776","0.15816690027713776","0.15816690027713776","0.21212545037269592","0.21212545037269592","0.21212545037269592","0.17450688779354095","0.17450688779354095","0.17450688779354095"
"329","0.22440846264362335","0.22440846264362335","0.22440846264362335","0.17020238935947418","0.17020238935947418","0.17020238935947418","0.18267157673835754","0.18267157673835754","0.18267157673835754","0.15431459248065948","0.15431459248065948","0.15431459248065948","0.30394408106803894","0.30394408106803894","0.30394408106803894","0.24129840731620789","0.24129840731620789","0.24129840731620789"
"330","0.192191019654274","0.192191019654274","0.192191019654274","0.17042768001556396","0.17042768001556396","0.17042768001556396","0.177718386054039","0.177718386054039","0.177718386054039","0.17461705207824707","0.17461705207824707","0.17461705207824707","0.2391173541545868","0.2391173541545868","0.2391173541545868","0.1718011498451233","0.1718011498451233","0.1718011498451233"
"331","0.2026749700307846","0.2026749700307846","0.2026749700307846","0.1732805073261261","0.1732805073261261","0.1732805073261261","0.17404107749462128","0.17404107749462128","0.17404107749462128","0.20250672101974487","0.20250672101974487","0.20250672101974487","0.1990521252155304","0.1990521252155304","0.1990521252155304","0.17676158249378204","0.17676158249378204","0.17676158249378204"
"332","0.18675926327705383","0.18675926327705383","0.18675926327705383","0.1769549548625946","0.1769549548625946","0.1769549548625946","0.1724170595407486","0.1724170595407486","0.1724170595407486","0.2638522982597351","0.2638522982597351","0.2638522982597351","0.17114995419979095","0.17114995419979095","0.17114995419979095","0.29864534735679626","0.29864534735679626","0.29864534735679626"
"333","0.22944375872612","0.22944375872612","0.22944375872612","0.1645927131175995","0.1645927131175995","0.1645927131175995","0.16848920285701752","0.16848920285701752","0.16848920285701752","0.16900521516799927","0.16900521516799927","0.16900521516799927","0.17603571712970734","0.17603571712970734","0.17603571712970734","0.2468377649784088","0.2468377649784088","0.2468377649784088"
"335","0.25904712080955505","0.25904712080955505","0.25904712080955505","0.16867351531982422","0.16867351531982422","0.16867351531982422","0.18774746358394623","0.18774746358394623","0.18774746358394623","0.15453384816646576","0.15453384816646576","0.15453384816646576","0.2937423288822174","0.2937423288822174","0.2937423288822174","0.18377411365509033","0.18377411365509033","0.18377411365509033"
"336","0.2977903187274933","0.2977903187274933","0.2977903187274933","0.1739417016506195","0.1739417016506195","0.1739417016506195","0.15717238187789917","0.15717238187789917","0.15717238187789917","0.24667727947235107","0.24667727947235107","0.24667727947235107","0.26080551743507385","0.26080551743507385","0.26080551743507385","0.17631462216377258","0.17631462216377258","0.17631462216377258"
"337","0.25395873188972473","0.25395873188972473","0.25395873188972473","0.17959678173065186","0.17959678173065186","0.17959678173065186","0.16786594688892365","0.16786594688892365","0.16786594688892365","0.34095221757888794","0.34095221757888794","0.34095221757888794","0.3171164393424988","0.3171164393424988","0.3171164393424988","0.19911766052246094","0.19911766052246094","0.19911766052246094"
"338","0.20893317461013794","0.20893317461013794","0.20893317461013794","0.17185716331005096","0.17185716331005096","0.17185716331005096","0.1680603176355362","0.1680603176355362","0.1680603176355362","0.25541895627975464","0.25541895627975464","0.25541895627975464","0.2719654142856598","0.2719654142856598","0.2719654142856598","0.17119845747947693","0.17119845747947693","0.17119845747947693"
"339","0.19927474856376648","0.19927474856376648","0.19927474856376648","0.161049947142601","0.161049947142601","0.161049947142601","0.1540769785642624","0.1540769785642624","0.1540769785642624","0.1774539351463318","0.1774539351463318","0.1774539351463318","0.25064629316329956","0.25064629316329956","0.25064629316329956","0.3885158896446228","0.3885158896446228","0.3885158896446228"
"340","0.17420102655887604","0.17420102655887604","0.17420102655887604","0.19346672296524048","0.19346672296524048","0.19346672296524048","0.15580394864082336","0.15580394864082336","0.15580394864082336","0.22683005034923553","0.22683005034923553","0.22683005034923553","0.2535841763019562","0.2535841763019562","0.2535841763019562","0.23799535632133484","0.23799535632133484","0.23799535632133484"
"341","0.18013323843479156","0.18013323843479156","0.18013323843479156","1.292957067489624","1.292957067489624","1.292957067489624","0.17899712920188904","0.17899712920188904","0.17899712920188904","0.20408202707767487","0.20408202707767487","0.20408202707767487","0.18842759728431702","0.18842759728431702","0.18842759728431702","0.2023582011461258","0.2023582011461258","0.2023582011461258"
"343","0.19938945770263672","0.19938945770263672","0.19938945770263672","0.49166786670684814","0.49166786670684814","0.49166786670684814","0.7715552449226379","0.7715552449226379","0.7715552449226379","0.1709120124578476","0.1709120124578476","0.1709120124578476","0.178288534283638","0.178288534283638","0.178288534283638","0.19388067722320557","0.19388067722320557","0.19388067722320557"
"344","0.18457694351673126","0.18457694351673126","0.18457694351673126","0.20718462765216827","0.20718462765216827","0.20718462765216827","0.4788990616798401","0.4788990616798401","0.4788990616798401","0.1665656417608261","0.1665656417608261","0.1665656417608261","0.18972574174404144","0.18972574174404144","0.18972574174404144","0.20476245880126953","0.20476245880126953","0.20476245880126953"
"345","0.1830122172832489","0.1830122172832489","0.1830122172832489","0.2420152872800827","0.2420152872800827","0.2420152872800827","0.2815347909927368","0.2815347909927368","0.2815347909927368","0.16111387312412262","0.16111387312412262","0.16111387312412262","0.1998921036720276","0.1998921036720276","0.1998921036720276","0.16617412865161896","0.16617412865161896","0.16617412865161896"
"346","0.1737249195575714","0.1737249195575714","0.1737249195575714","0.4166984558105469","0.4166984558105469","0.4166984558105469","0.21818259358406067","0.21818259358406067","0.21818259358406067","0.1574961394071579","0.1574961394071579","0.1574961394071579","0.18243278563022614","0.18243278563022614","0.18243278563022614","0.16444464027881622","0.16444464027881622","0.16444464027881622"
"347","0.1884491741657257","0.1884491741657257","0.1884491741657257","0.42061465978622437","0.42061465978622437","0.42061465978622437","0.18977253139019012","0.18977253139019012","0.18977253139019012","0.15347504615783691","0.15347504615783691","0.15347504615783691","0.18650108575820923","0.18650108575820923","0.18650108575820923","0.16802753508090973","0.16802753508090973","0.16802753508090973"
"348","0.1758483499288559","0.1758483499288559","0.1758483499288559","0.2524559199810028","0.2524559199810028","0.2524559199810028","0.2296270728111267","0.2296270728111267","0.2296270728111267","0.1532784402370453","0.1532784402370453","0.1532784402370453","0.17365437746047974","0.17365437746047974","0.17365437746047974","0.16879300773143768","0.16879300773143768","0.16879300773143768"
"349","0.17443200945854187","0.17443200945854187","0.17443200945854187","0.19011104106903076","0.19011104106903076","0.19011104106903076","0.38342681527137756","0.38342681527137756","0.38342681527137756","0.1769436001777649","0.1769436001777649","0.1769436001777649","0.17971980571746826","0.17971980571746826","0.17971980571746826","0.16492025554180145","0.16492025554180145","0.16492025554180145"
"350","0.17639926075935364","0.17639926075935364","0.17639926075935364","0.18997536599636078","0.18997536599636078","0.18997536599636078","0.312938392162323","0.312938392162323","0.312938392162323","0.20766936242580414","0.20766936242580414","0.20766936242580414","0.15918003022670746","0.15918003022670746","0.15918003022670746","0.1823558211326599","0.1823558211326599","0.1823558211326599"
"352","0.17824634909629822","0.17824634909629822","0.17824634909629822","0.20116308331489563","0.20116308331489563","0.20116308331489563","0.20885518193244934","0.20885518193244934","0.20885518193244934","0.17613720893859863","0.17613720893859863","0.17613720893859863","0.17115120589733124","0.17115120589733124","0.17115120589733124","0.31627264618873596","0.31627264618873596","0.31627264618873596"
"353","0.1337720900774002","0.1337720900774002","0.1337720900774002","0.14101476967334747","0.14101476967334747","0.14101476967334747","0.14704373478889465","0.14704373478889465","0.14704373478889465","0.13050581514835358","0.13050581514835358","0.13050581514835358","0.12364622205495834","0.12364622205495834","0.12364622205495834","0.18678982555866241","0.18678982555866241","0.18678982555866241"
"354","0.12471470236778259","0.12471470236778259","0.12471470236778259","0.129824697971344","0.129824697971344","0.129824697971344","0.1403624564409256","0.1403624564409256","0.1403624564409256","0.11587467044591904","0.11587467044591904","0.11587467044591904","0.11265162378549576","0.11265162378549576","0.11265162378549576","0.1512240618467331","0.1512240618467331","0.1512240618467331"
"355","0.11805876344442368","0.11805876344442368","0.11805876344442368","0.127457857131958","0.127457857131958","0.127457857131958","0.13298211991786957","0.13298211991786957","0.13298211991786957","0.11634957790374756","0.11634957790374756","0.11634957790374756","0.10817024856805801","0.10817024856805801","0.10817024856805801","0.14186818897724152","0.14186818897724152","0.14186818897724152"
"356","0.12116739898920059","0.12116739898920059","0.12116739898920059","0.12544941902160645","0.12544941902160645","0.12544941902160645","0.12712500989437103","0.12712500989437103","0.12712500989437103","0.10583075881004333","0.10583075881004333","0.10583075881004333","0.1070275753736496","0.1070275753736496","0.1070275753736496","0.1292351335287094","0.1292351335287094","0.1292351335287094"
"357","0.1199571043252945","0.1199571043252945","0.1199571043252945","0.12374752014875412","0.12374752014875412","0.12374752014875412","0.12621164321899414","0.12621164321899414","0.12621164321899414","0.11413244903087616","0.11413244903087616","0.11413244903087616","0.10211523622274399","0.10211523622274399","0.10211523622274399","0.12404445558786392","0.12404445558786392","0.12404445558786392"
"358","0.12240932881832123","0.12240932881832123","0.12240932881832123","0.11603523045778275","0.11603523045778275","0.11603523045778275","0.12904857099056244","0.12904857099056244","0.12904857099056244","0.10442856699228287","0.10442856699228287","0.10442856699228287","0.10421909391880035","0.10421909391880035","0.10421909391880035","0.12436604499816895","0.12436604499816895","0.12436604499816895"
"359","0.11828600615262985","0.11828600615262985","0.11828600615262985","0.12058456987142563","0.12058456987142563","0.12058456987142563","0.12572918832302094","0.12572918832302094","0.12572918832302094","0.09893342852592468","0.09893342852592468","0.09893342852592468","0.10349011421203613","0.10349011421203613","0.10349011421203613","0.11989150941371918","0.11989150941371918","0.11989150941371918"
"361","0.11378152668476105","0.11378152668476105","0.11378152668476105","0.12191982567310333","0.12191982567310333","0.12191982567310333","0.12098241597414017","0.12098241597414017","0.12098241597414017","0.09773528575897217","0.09773528575897217","0.09773528575897217","0.10011950880289078","0.10011950880289078","0.10011950880289078","0.11250851303339005","0.11250851303339005","0.11250851303339005"
"362","0.11427553743124008","0.11427553743124008","0.11427553743124008","0.11401556432247162","0.11401556432247162","0.11401556432247162","0.11879239976406097","0.11879239976406097","0.11879239976406097","0.09734687954187393","0.09734687954187393","0.09734687954187393","0.0978703498840332","0.0978703498840332","0.0978703498840332","0.11444385349750519","0.11444385349750519","0.11444385349750519"
"363","0.11473587900400162","0.11473587900400162","0.11473587900400162","0.1185854822397232","0.1185854822397232","0.1185854822397232","0.11582055687904358","0.11582055687904358","0.11582055687904358","0.09617165476083755","0.09617165476083755","0.09617165476083755","0.09677566587924957","0.09677566587924957","0.09677566587924957","0.11040579527616501","0.11040579527616501","0.11040579527616501"
"364","0.1168767437338829","0.1168767437338829","0.1168767437338829","0.11376690864562988","0.11376690864562988","0.11376690864562988","0.1139233335852623","0.1139233335852623","0.1139233335852623","0.09465035051107407","0.09465035051107407","0.09465035051107407","0.09841429442167282","0.09841429442167282","0.09841429442167282","0.1074228286743164","0.1074228286743164","0.1074228286743164"
"365","0.1133590117096901","0.1133590117096901","0.1133590117096901","0.1110876277089119","0.1110876277089119","0.1110876277089119","0.1115628033876419","0.1115628033876419","0.1115628033876419","0.09408041089773178","0.09408041089773178","0.09408041089773178","0.09520446509122849","0.09520446509122849","0.09520446509122849","0.10562905669212341","0.10562905669212341","0.10562905669212341"
"366","0.116048164665699","0.116048164665699","0.116048164665699","0.11418601870536804","0.11418601870536804","0.11418601870536804","0.11212943494319916","0.11212943494319916","0.11212943494319916","0.10104051977396011","0.10104051977396011","0.10104051977396011","0.09736258536577225","0.09736258536577225","0.09736258536577225","0.10711085051298141","0.10711085051298141","0.10711085051298141"
